claim_id,policy_id,date_of_claim,claim_amount,claim_status,LastUpdatedTimeStamp
10721,762,2023-03-19 01:40:00,175804.34,In Progress,2023-03-19 01:40:00
10722,132,2022-07-20 01:20:00,43672.84,In Progress,2022-07-20 01:20:00
10723,124,2022-10-26 21:33:20,131504.7,In Progress,2022-10-26 21:33:20
10724,887,2022-06-13 00:26:40,155637.68,Completed,2022-06-13 00:26:40
10725,712,2022-12-16 19:46:40,114810.97,Completed,2022-12-16 19:46:40
10726,,,0,,
10727,920,2023-01-29 02:40:00,158111.27,In Progress,2023-01-29 02:40:00
10728,745,2022-08-19 20:13:20,83105.14,In Progress,2022-08-19 20:13:20
10729,942,2022-05-16 19:40:00,176260.82,Completed,2022-05-16 19:40:00
10730,133,2022-09-09 19:00:00,38055.07,Completed,2022-09-09 19:00:00
10731,819,2022-03-12 20:40:00,93261.6,In Progress,2022-03-12 20:40:00
10732,131,2023-01-17 12:53:20,44064.37,Completed,2023-01-17 12:53:20
10733,159,2023-02-14 13:06:40,53251.58,In Progress,2023-02-14 13:06:40
10734,351,2022-10-05 22:00:00,14257.81,Completed,2022-10-05 22:00:00
10735,159,2022-04-26 10:46:40,93472.59,Completed,2022-04-26 10:46:40
10736,,,0,,
10737,467,2022-04-20 04:46:40,102253.71,Completed,2022-04-20 04:46:40
10738,44,2022-03-08 01:26:00,96774.08,In Progress,2022-03-08 01:26:00
10739,,,0,,
10740,289,2022-08-15 07:53:20,178325.51,In Progress,2022-08-15 07:53:20
10741,698,2022-03-09 04:40:00,135087.67,Completed,2022-03-09 04:40:00
10742,946,2023-03-28 16:13:20,36722.68,Pending,2023-03-28 16:13:20
10743,,,0,,
10744,760,2022-10-15 05:00:00,71976.41,In Progress,2022-10-15 05:00:00
10745,,,0,,
10746,139,2022-05-13 05:33:20,101071.12,Completed,2022-05-13 05:33:20
10747,962,2022-04-09 19:33:00,19871.27,Completed,2022-04-09 19:33:00
10748,500,2022-07-07 10:33:00,113905.98,In Progress,2022-07-07 10:33:00
10749,160,2022-09-14 04:33:20,43263.95,Completed,2022-09-14 04:33:20
10750,505,2023-09-04 03:13:00,4882.21,Completed,2023-09-04 03:13:00
10751,128,2022-08-06 06:33:00,155945.97,Completed,2022-08-06 06:33:00
10752,139,2023-01-24 19:53:20,199182.35,In Progress,2023-01-24 19:53:20
10753,188,2022-11-11 18:06:00,82868.72,In Progress,2022-11-11 18:06:00
10754,676,2022-07-23 18:13:20,185465.94,Completed,2022-07-23 18:13:20
10755,645,2023-01-27 14:33:20,194725.2,In Progress,2023-01-27 14:33:20
10756,471,2022-04-19 09:20:00,119673.7,In Progress,2022-04-19 09:20:00
10757,458,2022-11-18 08:26:40,134617.81,Completed,2022-11-18 08:26:40
10758,478,2023-01-19 14:53:20,77625.49,Completed,2023-01-19 14:53:20
10759,594,2022-04-17 01:46:40,21589.63,In Progress,2022-04-17 01:46:40
10760,367,2022-04-18 11:06:40,126617.92,In Progress,2022-04-18 11:06:40
10761,856,2022-11-11 20:53:00,56323.93,Pending,2022-11-11 20:53:00
10762,441,2022-11-30 20:26:40,81948.96,Completed,2022-11-30 20:26:40
10763,278,2022-04-19 20:26:40,85704.81,Completed,2022-04-19 20:26:40
10764,,,0,,
10765,392,2022-11-21 14:13:20,79603.95,Completed,2022-11-21 14:13:20
10766,590,2023-01-14 09:53:20,3307.18,Denied,2023-01-14 09:53:20
10767,111,2022-11-16 06:26:40,166819.05,Completed,2022-11-16 06:26:40
10768,797,2022-04-16 23:00:00,118521.08,In Progress,2022-04-16 23:00:00
10769,122,2022-12-27 19:40:00,88098.5,Completed,2022-12-27 19:40:00
10770,831,2022-07-22 08:53:20,171094,In Progress,2022-07-22 08:53:20
10771,407,2022-07-10 10:53:00,150727.96,Completed,2022-07-10 10:53:00
10772,,,0,,
10773,178,2023-03-23 00:06:40,175842.76,In Progress,2023-03-23 00:06:40
10774,463,2022-07-06 00:00:00,73538.43,Completed,2022-07-06 00:00:00
10775,186,2022-08-05 06:06:00,77615.2,Denied,2022-08-05 06:06:00
10776,410,2023-02-23 19:20:00,41406.21,In Progress,2023-02-23 19:20:00
10777,435,2022-12-16 19:46:40,58255.86,Completed,2022-12-16 19:46:40
10778,184,2023-10-04 04:13:00,20728.64,In Progress,2023-10-04 04:13:00
10779,492,2022-12-15 04:53:20,75162,Completed,2022-12-15 04:53:20
10780,971,2022-03-09 18:33:00,29208.58,Completed,2022-03-09 18:33:00
10781,877,2022-12-23 10:06:40,148493.57,Completed,2022-12-23 10:06:40
10782,398,2022-11-07 11:46:00,94891.99,Completed,2022-11-07 11:46:00
10783,,,0,,
10784,673,2022-07-16 00:06:40,35762.54,Denied,2022-07-16 00:06:40
10785,946,2023-03-22 18:33:20,157725.87,In Progress,2023-03-22 18:33:20
10786,637,2023-06-04 19:40:00,139526.67,In Progress,2023-06-04 19:40:00
10787,893,2023-06-01 01:53:00,134367.89,In Progress,2023-06-01 01:53:00
10788,973,2022-09-09 13:26:00,16805.14,Pending,2022-09-09 13:26:00
10789,648,2022-11-10 03:46:00,127836.82,Completed,2022-11-10 03:46:00
10790,97,2022-08-28 12:33:20,32019.26,In Progress,2022-08-28 12:33:20
10791,316,2022-05-23 04:26:40,134767.31,Pending,2022-05-23 04:26:40
10792,958,2022-02-11 00:46:00,116901.79,In Progress,2022-02-11 00:46:00
10793,408,2022-09-16 12:06:40,104254.39,Completed,2022-09-16 12:06:40
10794,129,2023-04-16 04:40:00,168133.28,In Progress,2023-04-16 04:40:00
10795,143,2022-06-07 01:13:00,142238.42,In Progress,2022-06-07 01:13:00
10796,490,2022-09-14 01:46:40,56847.53,Completed,2022-09-14 01:46:40
10797,37,2022-07-25 03:33:20,157401.38,In Progress,2022-07-25 03:33:20
10798,462,2022-12-12 15:46:00,91334.94,Completed,2022-12-12 15:46:00
10799,606,2022-10-09 11:40:00,47205.14,Completed,2022-10-09 11:40:00
10800,221,2023-01-24 03:13:20,169410.07,Completed,2023-01-24 03:13:20
10801,,,0,,
10802,961,2023-02-21 00:40:00,125439.33,Completed,2023-02-21 00:40:00
10803,612,2022-05-06 20:13:00,132391,In Progress,2022-05-06 20:13:00
10804,753,2023-03-28 16:13:20,131301.89,Denied,2023-03-28 16:13:20
10805,115,2022-03-10 04:06:00,199823.08,Denied,2022-03-10 04:06:00
10806,9,2022-01-08 18:53:00,8172.43,In Progress,2022-01-08 18:53:00
10807,345,2022-02-06 11:40:00,16567.71,Completed,2022-02-06 11:40:00
10808,583,2022-07-22 11:40:00,80544.44,In Progress,2022-07-22 11:40:00
10809,573,2023-05-03 21:00:00,74968.92,Completed,2023-05-03 21:00:00
10810,610,2022-10-12 19:20:00,195472.72,In Progress,2022-10-12 19:20:00
10811,960,2023-01-31 13:00:00,50363.36,Completed,2023-01-31 13:00:00
10812,819,2022-07-28 17:40:00,121339.02,In Progress,2022-07-28 17:40:00
10813,126,2022-07-12 16:20:00,199558.51,Completed,2022-07-12 16:20:00
10814,816,2022-07-26 10:06:40,103578.04,Completed,2022-07-26 10:06:40
10815,69,2022-06-21 22:20:00,117109.5,Pending,2022-06-21 22:20:00
10816,911,2022-09-16 03:46:40,5411.17,Completed,2022-09-16 03:46:40
10817,,,0,,
10818,,,0,,
10819,272,2023-01-18 16:40:00,99567.53,Completed,2023-01-18 16:40:00
10820,78,2023-01-02 19:33:00,191745.42,Completed,2023-01-02 19:33:00
10821,871,2022-04-12 16:06:00,68436.22,In Progress,2022-04-12 16:06:00
10822,843,2022-04-25 12:33:20,12216.77,Completed,2022-04-25 12:33:20
10823,991,2023-06-02 21:46:00,107428.17,Completed,2023-06-02 21:46:00
10824,123,2023-07-04 17:53:00,164194.9,In Progress,2023-07-04 17:53:00
10825,506,2022-10-17 18:06:40,80283.94,In Progress,2022-10-17 18:06:40
10826,136,2022-11-09 09:53:00,112110.95,In Progress,2022-11-09 09:53:00
10827,853,2023-02-01 09:00:00,74414.58,In Progress,2023-02-01 09:00:00
10828,343,2022-07-12 10:46:00,74635,Completed,2022-07-12 10:46:00
10829,942,2022-11-21 05:53:20,145244.55,In Progress,2022-11-21 05:53:20
10830,990,2022-10-17 01:26:40,55131.64,In Progress,2022-10-17 01:26:40
10831,425,2023-05-03 21:00:00,20245.92,Completed,2023-05-03 21:00:00
10832,513,2022-06-18 02:40:00,131412.18,In Progress,2022-06-18 02:40:00
10833,873,2022-12-12 04:40:00,121135.92,Completed,2022-12-12 04:40:00
10834,206,2022-07-06 08:20:00,177417.89,In Progress,2022-07-06 08:20:00
10835,326,2022-03-05 01:06:00,84538.8,In Progress,2022-03-05 01:06:00
10836,716,2022-07-23 01:33:20,57146.97,In Progress,2022-07-23 01:33:20
10837,75,2022-10-22 00:53:20,73613.43,Completed,2022-10-22 00:53:20
10838,389,2023-04-04 06:33:00,144101.49,In Progress,2023-04-04 06:33:00
10839,955,2022-02-11 20:13:00,131066.77,In Progress,2022-02-11 20:13:00
10840,690,2022-12-17 06:53:20,137649.01,In Progress,2022-12-17 06:53:20
10841,885,2022-12-20 04:20:00,27994.08,Completed,2022-12-20 04:20:00
10842,470,2022-06-06 15:40:00,40291.4,In Progress,2022-06-06 15:40:00
10843,891,2023-01-04 11:53:00,94885.67,Completed,2023-01-04 11:53:00
10844,234,2022-04-05 18:46:00,162960.59,Completed,2022-04-05 18:46:00
10845,679,2023-11-03 18:40:00,104904.81,Completed,2023-11-03 18:40:00
10846,182,2022-12-24 05:33:20,76994.44,Completed,2022-12-24 05:33:20
10847,885,2023-10-04 12:33:00,65507.83,Completed,2023-10-04 12:33:00
10848,858,2023-09-03 11:06:00,49722.06,In Progress,2023-09-03 11:06:00
10849,729,2023-01-16 06:20:00,10391.83,In Progress,2023-01-16 06:20:00
10850,593,2023-02-20 05:13:20,152655.93,Completed,2023-02-20 05:13:20
10851,910,2022-06-24 22:33:20,176049.67,Completed,2022-06-24 22:33:20
10852,580,2022-05-18 16:06:40,30641.98,In Progress,2022-05-18 16:06:40
10853,472,2022-06-12 12:33:00,52162.68,Completed,2022-06-12 12:33:00
10854,,,0,,
10855,192,2022-06-11 07:33:00,57278.5,Completed,2022-06-11 07:33:00
10856,399,2022-10-26 10:26:40,48536.36,Completed,2022-10-26 10:26:40
10857,13,2022-10-05 05:20:00,9647.4,In Progress,2022-10-05 05:20:00
10858,296,2023-03-15 00:26:40,43252.77,Completed,2023-03-15 00:26:40
10859,967,2022-07-10 02:33:00,88481.57,Pending,2022-07-10 02:33:00
10860,416,2023-05-03 15:26:00,103709.92,In Progress,2023-05-03 15:26:00
10861,815,2023-10-04 18:06:00,153633.39,In Progress,2023-10-04 18:06:00
10862,590,2023-01-26 13:33:20,181473.29,In Progress,2023-01-26 13:33:20
10863,896,2022-08-06 01:00:00,27034.17,Completed,2022-08-06 01:00:00
10864,892,2022-10-25 17:46:40,112647.57,In Progress,2022-10-25 17:46:40
10865,546,2022-09-12 23:53:00,8061,Completed,2022-09-12 23:53:00
10866,891,2022-11-08 23:20:00,37347.81,In Progress,2022-11-08 23:20:00
10867,76,2023-01-25 18:06:40,9517.44,Completed,2023-01-25 18:06:40
10868,6,2023-01-17 04:33:20,130358.37,Pending,2023-01-17 04:33:20
10869,752,2022-06-26 10:40:00,117570.74,In Progress,2022-06-26 10:40:00
10870,288,2022-08-11 04:00:00,195707.24,In Progress,2022-08-11 04:00:00
10871,839,2022-07-20 12:26:40,185600.47,Completed,2022-07-20 12:26:40
10872,564,2022-06-28 09:53:20,65765.31,In Progress,2022-06-28 09:53:20
10873,464,2023-09-03 19:26:00,69936.89,Completed,2023-09-03 19:26:00
10874,49,2023-11-04 19:06:00,104469.4,In Progress,2023-11-04 19:06:00
10875,505,2022-11-06 04:00:00,160483.73,Completed,2022-11-06 04:00:00
10876,884,2023-09-02 10:53:00,55214.1,In Progress,2023-09-02 10:53:00
10877,154,2022-05-14 14:53:20,179617.26,In Progress,2022-05-14 14:53:20
10878,184,2023-02-16 12:20:00,103100.29,Completed,2023-02-16 12:20:00
10879,270,2022-05-14 14:53:20,83595.47,Completed,2022-05-14 14:53:20
10880,165,2022-05-12 14:20:00,173005.05,In Progress,2022-05-12 14:20:00
10881,545,2022-02-06 11:40:00,33949.4,Denied,2022-02-06 11:40:00
10882,478,2022-09-23 19:06:40,174853.89,In Progress,2022-09-23 19:06:40
10883,423,2022-12-29 05:00:00,27416.76,Denied,2022-12-29 05:00:00
10884,354,2022-03-11 21:13:00,102141.97,In Progress,2022-03-11 21:13:00
10885,358,2022-09-10 04:33:00,109394.52,Completed,2022-09-10 04:33:00
10886,437,2023-02-13 09:20:00,123656.18,Completed,2023-02-13 09:20:00
10887,38,2023-07-04 06:46:00,185127.07,In Progress,2023-07-04 06:46:00
10888,994,2023-12-01 16:13:00,13674.9,Completed,2023-12-01 16:13:00
10889,391,2022-06-19 17:33:20,157260.94,Completed,2022-06-19 17:33:20
10890,435,2022-10-07 16:20:00,96804.91,Completed,2022-10-07 16:20:00
10891,539,2023-10-03 20:26:00,185098.06,In Progress,2023-10-03 20:26:00
10892,468,2022-04-10 07:53:00,28788.26,Completed,2022-04-10 07:53:00
10893,61,2022-06-08 10:00:00,149295.09,In Progress,2022-06-08 10:00:00
10894,904,2022-11-08 17:46:00,10782.62,In Progress,2022-11-08 17:46:00
10895,636,2022-05-07 00:13:00,52154.92,In Progress,2022-05-07 00:13:00
10896,382,2022-05-25 03:40:00,141455.96,In Progress,2022-05-25 03:40:00
10897,667,2023-04-14 08:13:20,98074.22,In Progress,2023-04-14 08:13:20
10898,995,2023-03-03 02:20:00,179704.7,In Progress,2023-03-03 02:20:00
10899,203,2022-08-24 05:46:40,13919.95,Completed,2022-08-24 05:46:40
10900,223,2023-02-26 02:53:20,12369.11,Completed,2023-02-26 02:53:20
10901,349,2022-07-13 19:20:00,103879.38,In Progress,2022-07-13 19:20:00
10902,465,2023-01-13 11:40:00,83203.77,Completed,2023-01-13 11:40:00
10903,440,2023-05-04 21:26:00,115197.33,In Progress,2023-05-04 21:26:00
10904,986,2023-09-01 02:06:00,128589.29,Pending,2023-09-01 02:06:00
10905,244,2022-08-25 01:13:20,154371.73,In Progress,2022-08-25 01:13:20
10906,445,2023-03-27 15:13:20,142847.88,In Progress,2023-03-27 15:13:20
10907,296,2023-03-18 17:20:00,117196.08,Completed,2023-03-18 17:20:00
10908,284,2023-04-14 13:46:40,26087.45,Completed,2023-04-14 13:46:40
10909,,,0,,
10910,215,2022-04-12 21:40:00,114339.12,In Progress,2022-04-12 21:40:00
10911,98,2023-09-02 19:13:00,2569.03,In Progress,2023-09-02 19:13:00
10912,441,2022-06-23 21:33:20,47480.93,In Progress,2022-06-23 21:33:20
10913,443,2022-09-25 21:06:40,40364.88,In Progress,2022-09-25 21:06:40
10914,386,2022-10-12 16:33:00,124777.49,In Progress,2022-10-12 16:33:00
10915,430,2023-03-18 09:00:00,133835.26,In Progress,2023-03-18 09:00:00
10916,194,2022-05-08 06:13:00,108816.13,In Progress,2022-05-08 06:13:00
10917,642,2023-03-22 01:53:20,155104.81,Completed,2023-03-22 01:53:20
10918,50,2023-08-02 23:46:00,88666.17,In Progress,2023-08-02 23:46:00
10919,281,2023-04-14 05:26:40,27734.19,In Progress,2023-04-14 05:26:40
10920,52,2022-03-12 23:26:00,141233.16,Completed,2022-03-12 23:26:00
10921,141,2022-07-11 14:06:00,153674.64,Completed,2022-07-11 14:06:00
10922,52,2022-09-18 22:26:40,109348.49,Completed,2022-09-18 22:26:40
10923,,,0,,
10924,62,2022-12-06 07:46:00,190783.66,Completed,2022-12-06 07:46:00
10925,260,2022-08-13 08:40:00,56140.73,Pending,2022-08-13 08:40:00
10926,237,2023-04-15 09:13:20,53556.83,In Progress,2023-04-15 09:13:20
10927,783,2023-02-15 00:13:20,172981.71,In Progress,2023-02-15 00:13:20
10928,161,2022-08-11 09:33:00,83086.21,In Progress,2022-08-11 09:33:00
10929,188,2022-06-05 09:40:00,35644.27,In Progress,2022-06-05 09:40:00
10930,798,2023-01-24 08:46:40,73619.76,Completed,2023-01-24 08:46:40
10931,866,2022-04-21 11:20:00,72672.36,In Progress,2022-04-21 11:20:00
10932,830,2022-10-22 00:53:20,121212.02,In Progress,2022-10-22 00:53:20
10933,914,2022-08-20 12:53:20,105148.07,Completed,2022-08-20 12:53:20
10934,278,2023-03-16 12:33:20,35911.49,Denied,2023-03-16 12:33:20
10935,576,2023-05-02 06:53:00,156249.33,Completed,2023-05-02 06:53:00
10936,646,2023-03-02 07:40:00,106163.55,Completed,2023-03-02 07:40:00
10937,323,2023-11-02 10:06:00,172171.07,In Progress,2023-11-02 10:06:00
10938,290,2023-06-01 07:26:00,82074.6,Completed,2023-06-01 07:26:00
10939,739,2022-12-17 12:26:40,110386.58,Completed,2022-12-17 12:26:40
10940,863,2022-04-22 06:46:40,138227.04,Completed,2022-04-22 06:46:40
10941,746,2022-11-11 09:46:00,130847.45,Completed,2022-11-11 09:46:00
10942,202,2023-03-22 04:40:00,179512.99,Pending,2023-03-22 04:40:00
10943,526,2022-06-09 21:33:00,131058.55,Completed,2022-06-09 21:33:00
10944,297,2022-05-27 11:13:20,141371.83,Pending,2022-05-27 11:13:20
10945,,,0,,
10946,574,2022-05-14 06:33:20,115821.82,In Progress,2022-05-14 06:33:20
10947,59,2022-10-12 02:40:00,84430.06,In Progress,2022-10-12 02:40:00
10948,414,2023-10-02 14:40:00,119235.98,Completed,2023-10-02 14:40:00
10949,346,2022-11-30 12:06:40,132449.82,Completed,2022-11-30 12:06:40
10950,662,2022-09-08 21:20:00,54678.01,Completed,2022-09-08 21:20:00
10951,120,2023-09-01 04:53:00,64112.76,In Progress,2023-09-01 04:53:00
10952,,,0,,
10953,36,2022-07-23 15:26:40,48522.04,In Progress,2022-07-23 15:26:40
10954,279,2023-01-24 03:13:20,44777.93,Completed,2023-01-24 03:13:20
10955,959,2022-06-10 09:53:00,17471.19,In Progress,2022-06-10 09:53:00
10956,246,2023-03-17 16:20:00,168966.2,In Progress,2023-03-17 16:20:00
10957,152,2022-01-10 13:13:00,194780.74,In Progress,2022-01-10 13:13:00
10958,182,2022-08-08 09:13:00,46459.37,In Progress,2022-08-08 09:13:00
10959,775,2023-07-01 11:13:00,129487,In Progress,2023-07-01 11:13:00
10960,909,2022-10-24 00:06:40,117704,Completed,2022-10-24 00:06:40
10961,565,2022-08-27 00:26:40,183031.53,Completed,2022-08-27 00:26:40
10962,122,2022-05-27 16:46:40,158157.67,In Progress,2022-05-27 16:46:40
10963,833,2023-03-15 08:46:40,145200.39,In Progress,2023-03-15 08:46:40
10964,271,2023-04-03 20:00:00,41199.6,In Progress,2023-04-03 20:00:00
10965,503,2022-05-05 11:26:00,105213.76,In Progress,2022-05-05 11:26:00
10966,181,2022-08-10 03:33:00,167715.29,In Progress,2022-08-10 03:33:00
10967,314,2022-09-23 02:26:40,159748.04,In Progress,2022-09-23 02:26:40
10968,496,2022-09-26 02:40:00,53873.96,In Progress,2022-09-26 02:40:00
10969,468,2022-10-12 22:06:00,20362.58,In Progress,2022-10-12 22:06:00
10970,567,2022-05-24 13:46:40,50454.71,Completed,2022-05-24 13:46:40
10971,59,2022-09-27 00:53:20,7494.15,In Progress,2022-09-27 00:53:20
10972,399,2022-10-23 10:13:20,100109.05,Completed,2022-10-23 10:13:20
10973,267,2022-08-11 06:46:00,161482.96,In Progress,2022-08-11 06:46:00
10974,299,2022-06-24 11:26:40,86786.62,In Progress,2022-06-24 11:26:40
10975,80,2023-02-02 06:40:00,66255.65,In Progress,2023-02-02 06:40:00
10976,628,2022-08-14 15:13:20,57515.92,Completed,2022-08-14 15:13:20
10977,28,2023-03-03 07:53:00,28083.83,In Progress,2023-03-03 07:53:00
10978,338,2023-01-31 01:53:20,113242.94,Completed,2023-01-31 01:53:20
10979,579,2022-10-10 19:26:00,42585.62,Completed,2022-10-10 19:26:00
10980,227,2022-09-26 22:06:40,62019.58,In Progress,2022-09-26 22:06:40
10981,468,2023-02-18 03:13:20,181084.83,Completed,2023-02-18 03:13:20
10982,868,2023-04-03 03:20:00,76288.03,Completed,2023-04-03 03:20:00
10983,907,2023-05-02 06:53:00,199995.09,Completed,2023-05-02 06:53:00
10984,491,2022-07-29 21:26:40,121390.21,Completed,2022-07-29 21:26:40
10985,120,2022-11-15 02:40:00,100530.42,Completed,2022-11-15 02:40:00
10986,570,2023-09-04 08:46:00,23756.56,In Progress,2023-09-04 08:46:00
10987,186,2022-10-30 03:20:00,80669.88,Completed,2022-10-30 03:20:00
10988,314,2022-12-08 16:00:00,13330.22,In Progress,2022-12-08 16:00:00
10989,133,2022-02-08 22:40:00,161408.83,Completed,2022-02-08 22:40:00
10990,448,2022-03-12 20:40:00,162247.91,In Progress,2022-03-12 20:40:00
10991,966,2023-01-25 15:20:00,183486.65,Completed,2023-01-25 15:20:00
10992,162,2023-06-04 22:26:00,98990.32,Denied,2023-06-04 22:26:00
10993,472,2023-03-03 13:26:00,41751.09,In Progress,2023-03-03 13:26:00
10994,809,2023-12-04 14:33:00,11217.95,In Progress,2023-12-04 14:33:00
10995,967,2023-03-17 16:20:00,92904.95,In Progress,2023-03-17 16:20:00
10996,810,2022-12-23 07:20:00,106374.07,In Progress,2022-12-23 07:20:00
10997,686,2022-05-26 10:13:20,29985.46,In Progress,2022-05-26 10:13:20
10998,308,2022-10-23 15:46:40,184202.39,In Progress,2022-10-23 15:46:40
10999,417,2022-07-24 10:53:20,172340.97,In Progress,2022-07-24 10:53:20
11000,688,2023-01-26 21:53:20,151684.75,Completed,2023-01-26 21:53:20
